,codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,ocorrencia_tipo,aeronave_operador_categoria,aeronave_tipo_veiculo
3076,52871,INCIDENTE,PA,SNDC,2014-12-26,11:23:00,ESTOURO DE PNEU,TÁXI AÉREO,AVIÃO
3077,52948,INCIDENTE GRAVE,SP,SBSJ,2014-12-26,13:50:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
3078,52873,ACIDENTE,SP,****,2014-12-27,13:15:00,INDETERMINADO,***,HELICÓPTERO
3079,52874,ACIDENTE,MT,****,2014-12-29,10:00:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
3080,52954,INCIDENTE,SP,****,2014-12-29,14:40:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
3081,52945,ACIDENTE,MS,****,2014-12-30,20:00:00,FALHA DO MOTOR EM VOO,***,AVIÃO
3082,52946,ACIDENTE,RS,****,2014-12-30,08:50:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
3083,52947,ACIDENTE,MG,****,2014-12-30,17:40:00,PANE SECA,***,AVIÃO
3084,52955,INCIDENTE,PR,****,2014-12-30,19:54:00,OUTROS,REGULAR,AVIÃO
3085,52959,INCIDENTE,RJ,SBGL,2014-12-30,12:45:00,ESTOURO DE PNEU,REGULAR,AVIÃO
3086,52992,INCIDENTE GRAVE,BA,SBSV,2015-01-01,11:40:00,COLISÃO COM AERONAVE NO SOLO,***,HELICÓPTERO
3087,52992,INCIDENTE GRAVE,BA,SBSV,2015-01-01,11:40:00,COLISÃO COM AERONAVE NO SOLO,***,AVIÃO
3088,52979,ACIDENTE,MS,****,2015-02-01,14:50:00,FALHA DO MOTOR EM VOO,***,AVIÃO
3089,53073,INCIDENTE,AM,SBTF,2015-02-01,16:28:00,COM TREM DE POUSO,REGULAR,AVIÃO
3090,53074,INCIDENTE,MG,SBBH,2015-02-01,20:34:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
3091,52976,ACIDENTE,PR,SBTD,2015-04-01,22:04:00,FALHA DO MOTOR EM VOO,***,ULTRALEVE
3092,53075,INCIDENTE,SP,SBJD,2015-05-01,10:19:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MÚLTIPLA,AVIÃO
3093,53076,INCIDENTE,SP,****,2015-06-01,11:30:00,COLISÃO COM OBSTÁCULOS NO SOLO,INSTRUÇÃO,AVIÃO
3094,53077,INCIDENTE,AM,SBEG,2015-06-01,15:50:00,COLISÃO COM AVE,REGULAR,AVIÃO
3095,52975,ACIDENTE,MT,****,2015-08-01,20:30:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
3096,53072,INCIDENTE,MG,SBBH,2015-08-01,21:13:00,COLISÃO COM AVE,PARTICULAR,AVIÃO
3097,52994,INCIDENTE,SP,SBMT,2015-09-01,23:25:00,COM TREM DE POUSO,PARTICULAR,AVIÃO
3098,52980,ACIDENTE,PR,****,2015-10-01,22:00:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,HELICÓPTERO
3099,52981,ACIDENTE,GO,****,2015-10-01,21:04:00,FALHA DO MOTOR EM VOO,***,AVIÃO
3100,53078,INCIDENTE,PA,SBBE,2015-10-01,16:00:00,COM TREM DE POUSO,EXPERIMENTAL,AVIÃO
3101,53064,INCIDENTE,SP,SBBU,2015-11-01,22:05:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TÁXI AÉREO,AVIÃO
3102,53122,INCIDENTE,DF,SBBR,2015-11-01,00:07:00,ESTOURO DE PNEU,REGULAR,AVIÃO
3103,53063,INCIDENTE,PR,SBLO,2015-12-01,09:15:00,VAZAMENTO DE OUTROS FLUIDOS,REGULAR,AVIÃO
3104,52978,ACIDENTE,PI,****,2015-01-14,10:50:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
3105,53070,INCIDENTE,SC,SBFL,2015-01-15,21:00:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
3106,53071,INCIDENTE,MG,SBBH,2015-01-15,18:52:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,INSTRUÇÃO,AVIÃO
3107,53061,INCIDENTE,SP,SBJD,2015-01-17,18:40:00,ESTOURO DE PNEU,INSTRUÇÃO,AVIÃO
3108,53062,INCIDENTE,SP,SBJD,2015-01-17,17:05:00,ESTOURO DE PNEU,INSTRUÇÃO,AVIÃO
3109,53069,INCIDENTE,BA,SBSV,2015-01-18,17:50:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
3110,52970,ACIDENTE,MG,****,2015-01-19,18:08:00,PERDA DE CONTROLE EM VOO,EXPERIMENTAL,ULTRALEVE
3111,52977,ACIDENTE,RS,****,2015-01-19,12:15:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
3112,53067,INCIDENTE,SP,SBKP,2015-01-19,13:30:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
3113,53068,INCIDENTE,RS,SBPA,2015-01-19,12:50:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
3114,53065,INCIDENTE,AM,SWKO,2015-01-20,17:05:00,COLISÃO COM AVE,TÁXI AÉREO,HELICÓPTERO
3115,52991,INCIDENTE GRAVE,RS,SBPF,2015-01-21,12:00:00,COM TREM DE POUSO,***,AVIÃO
3116,53012,INCIDENTE,GO,SBGO,2015-01-21,17:36:00,ESTOURO DE PNEU,INSTRUÇÃO,***
3117,53066,INCIDENTE,PR,SBCT,2015-01-21,20:21:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
3118,53080,INCIDENTE,SP,SDRK,2015-01-22,18:00:00,COLISÃO COM OBSTÁCULOS NO SOLO,INSTRUÇÃO,AVIÃO
3119,52990,INCIDENTE GRAVE,SC,SBFL,2015-01-23,16:28:00,COM TREM DE POUSO,***,AVIÃO
3120,53008,INCIDENTE,GO,SBGO,2015-01-23,18:39:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
3121,52971,ACIDENTE,SP,SDJC,2015-01-24,20:00:00,PERDA DE CONTROLE NO SOLO,EXPERIMENTAL,ULTRALEVE
3122,52987,ACIDENTE,SP,****,2015-01-24,14:00:00,PERDA DE CONTROLE EM VOO,***,HELICÓPTERO
3123,52989,INCIDENTE GRAVE,BA,****,2015-01-26,18:15:00,PANE SECA,EXPERIMENTAL,ULTRALEVE
3124,52993,INCIDENTE GRAVE,RJ,SBFS,2015-01-27,12:25:00,FOGO NO SOLO,***,HELICÓPTERO
3125,52983,ACIDENTE,RS,****,2015-01-28,10:30:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
3126,52982,ACIDENTE,RR,****,2015-01-29,20:30:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
3127,53081,INCIDENTE,MG,SBBH,2015-01-29,21:26:00,ESTOURO DE PNEU,ESPECIALIZADA,AVIÃO
3128,52998,INCIDENTE,BA,SBIL,2015-01-30,19:20:00,ESTOURO DE PNEU,EXPERIMENTAL,ULTRALEVE
3129,53007,INCIDENTE,MG,SBUL,2015-01-30,09:39:00,PERDA DE CONTROLE NO SOLO,INSTRUÇÃO,AVIÃO
3130,53079,INCIDENTE,MA,SBSL,2015-01-31,17:55:00,COLISÃO COM AVE,REGULAR,AVIÃO
3131,52984,ACIDENTE,MG,SJLY,2015-01-02,15:10:00,PERDA DE CONTROLE EM VOO,***,HELICÓPTERO
3132,53082,INCIDENTE,SP,****,2015-01-02,12:15:00,COLISÃO COM AVE,INSTRUÇÃO,AVIÃO
3133,52974,ACIDENTE,MG,****,2015-02-02,19:50:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
3134,53006,INCIDENTE,SC,SBFL,2015-02-02,10:30:00,ESTOURO DE PNEU,INSTRUÇÃO,AVIÃO
3135,52988,ACIDENTE,SC,SBJV,2015-03-02,17:45:00,POUSO BRUSCO,***,AVIÃO
3136,52999,INCIDENTE,BA,SBIL,2015-03-02,14:55:00,ESTOURO DE PNEU,EXPERIMENTAL,ULTRALEVE
3137,53105,INCIDENTE GRAVE,PR,****,2015-03-02,20:00:00,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,EXPERIMENTAL,ULTRALEVE
3138,53309,INCIDENTE GRAVE,PR,****,2015-04-02,19:50:00,FALHA DO MOTOR EM VOO,***,AVIÃO
3139,53111,ACIDENTE,PR,****,2015-05-02,10:40:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
3140,53226,INCIDENTE,PA,SBMA,2015-05-02,17:55:00,ESTOURO DE PNEU,REGULAR,AVIÃO
3141,53003,INCIDENTE,MT,SBCY,2015-06-02,11:50:00,COM PARA-BRISAS / JANELA / PORTA,REGULAR,AVIÃO
3142,53004,INCIDENTE,BA,SBQV,2015-06-02,18:24:00,COM TREM DE POUSO,REGULAR,AVIÃO
3143,53005,INCIDENTE,SP,SBMT,2015-06-02,16:28:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
3144,52972,ACIDENTE,RS,SSAU,2015-07-02,11:00:00,OPERAÇÃO A BAIXA ALTITUDE,***,AVIÃO
3145,52973,ACIDENTE,MA,****,2015-07-02,11:30:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
3146,53001,INCIDENTE,RJ,SBGL,2015-08-02,19:07:00,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,REGULAR,AVIÃO
3147,53002,INCIDENTE,PI,SBKP,2015-08-02,19:03:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
3148,53009,INCIDENTE,MG,SBBH,2015-08-02,12:00:00,COLISÃO DE VEÍCULO COM AERONAVE,PARTICULAR,AVIÃO
3149,52995,INCIDENTE,RJ,SBGL,2015-09-02,10:00:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
3150,53000,INCIDENTE,RS,****,2015-09-02,09:00:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
3151,52996,INCIDENTE,AM,SBEG,2015-10-02,13:05:00,FALHA DO MOTOR EM VOO,PARTICULAR,AVIÃO
3152,53127,INCIDENTE,SP,****,2015-11-02,11:55:00,COLISÃO COM AVE,ADMINISTRAÇÃO DIRETA,HELICÓPTERO
3153,65312,ACIDENTE,GO,****,2015-11-02,11:18:00,VOO CONTROLADO CONTRA O TERRENO,***,AVIÃO
3154,53129,INCIDENTE,SC,SBFL,2015-12-02,18:30:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PARTICULAR,AVIÃO
3155,52997,INCIDENTE,MA,SNCW,2015-02-16,20:38:00,FALHA DO MOTOR EM VOO,EXPERIMENTAL,AVIÃO
3156,53108,INCIDENTE GRAVE,MG,SBUL,2015-02-16,21:05:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
3157,53110,ACIDENTE,PR,****,2015-02-16,19:50:00,FALHA DO MOTOR NO SOLO,EXPERIMENTAL,ULTRALEVE
3158,53132,INCIDENTE,RJ,SBRJ,2015-02-16,12:39:00,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,ESPECIALIZADA,AVIÃO
3159,53175,INCIDENTE,PE,****,2015-02-18,13:30:00,COM PARA-BRISAS / JANELA / PORTA,PARTICULAR,AVIÃO
3160,53116,ACIDENTE,MG,****,2015-02-19,13:40:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
3161,53121,INCIDENTE,SP,SBSJ,2015-02-19,17:48:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
3162,53125,INCIDENTE,RJ,SBRJ,2015-02-19,15:53:00,OUTROS,ESPECIALIZADA,AVIÃO
3163,53117,ACIDENTE,SP,****,2015-02-21,11:40:00,FALHA DO MOTOR EM VOO,***,AVIÃO
3164,53130,INCIDENTE,AM,SBEG,2015-02-21,02:14:00,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,REGULAR,AVIÃO
3165,53114,ACIDENTE,SC,SDEN,2015-02-22,17:30:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
3166,53115,ACIDENTE,RR,SJYR,2015-02-22,17:30:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
3167,53131,INCIDENTE,SP,SBGR,2015-02-22,15:35:00,COM TREM DE POUSO,REGULAR,AVIÃO
3168,53107,INCIDENTE GRAVE,RJ,****,2015-02-24,17:51:00,COM PARA-BRISAS / JANELA / PORTA,***,HELICÓPTERO
3169,53123,INCIDENTE,SP,SBGR,2015-02-24,19:30:00,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,REGULAR,AVIÃO
3170,53106,INCIDENTE GRAVE,RS,SIXE,2015-02-25,14:45:00,FALHA DO MOTOR EM VOO,***,AVIÃO
3171,53119,ACIDENTE,PR,****,2015-02-25,18:40:00,INDETERMINADO,***,AVIÃO
3172,53118,ACIDENTE,RJ,****,2015-02-26,12:30:00,PERDA DE CONTROLE NO SOLO,***,HELICÓPTERO
3173,53133,INCIDENTE,SP,****,2015-02-26,22:31:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
3174,53124,INCIDENTE,SP,SBSP,2015-02-27,08:50:00,FUMAÇA NA CABINE,REGULAR,AVIÃO
3175,53126,INCIDENTE,SP,****,2015-02-27,14:10:00,FOGO NO SOLO,INSTRUÇÃO,AVIÃO
3176,53128,INCIDENTE,SP,SBGR,2015-02-27,21:27:00,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,REGULAR,AVIÃO
3177,53183,ACIDENTE,PR,****,2015-02-03,23:00:00,POUSO EM LOCAL NÃO PREVISTO,***,AVIÃO
3178,53120,ACIDENTE,PA,SNXW,2015-04-03,13:30:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
3179,53109,ACIDENTE,MS,SSIE,2015-05-03,13:50:00,COM TREM DE POUSO,***,AVIÃO
3180,53112,ACIDENTE,SP,****,2015-06-03,21:00:00,OUTROS,***,AVIÃO
3181,53152,INCIDENTE GRAVE,RJ,SBRJ,2015-10-03,11:30:00,PERDA DE COMPONENTE EM VOO,***,HELICÓPTERO
3182,53167,INCIDENTE,PA,SBMA,2015-10-03,17:33:00,ESTOURO DE PNEU,REGULAR,AVIÃO
3183,53596,INCIDENTE,SC,****,2015-10-03,21:35:00,COM PARA-BRISAS / JANELA / PORTA,TÁXI AÉREO,AVIÃO
3184,53149,ACIDENTE,AM,SBTT,2015-11-03,23:25:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
3185,53148,ACIDENTE,SP,SDEH,2015-12-03,12:40:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
3186,53153,INCIDENTE,RS,SBPA,2015-03-13,15:45:00,COLISÃO COM AVE,TÁXI AÉREO,AVIÃO
3187,53154,INCIDENTE,SP,SDCO,2015-03-13,14:40:00,ESTOURO DE PNEU,TÁXI AÉREO,AVIÃO
3188,53238,INCIDENTE,ES,****,2015-03-13,11:30:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,ADMINISTRAÇÃO DIRETA,HELICÓPTERO
3189,53189,INCIDENTE,MG,SBCF,2015-03-14,07:20:00,OUTROS,REGULAR,AVIÃO
3190,53193,ACIDENTE,MT,****,2015-03-14,18:00:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
3191,53164,ACIDENTE,PB,****,2015-03-15,18:30:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
3192,53151,INCIDENTE GRAVE,AM,SWMW,2015-03-16,18:07:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
3193,53168,INCIDENTE,MG,SNPA,2015-03-16,21:05:00,COM TREM DE POUSO,PARTICULAR,AVIÃO
3194,53169,INCIDENTE,PA,SBBE,2015-03-19,03:25:00,OUTROS,REGULAR,AVIÃO
3195,53165,INCIDENTE GRAVE,BA,****,2015-03-20,14:35:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
3196,53188,INCIDENTE,RJ,SBJR,2015-03-20,21:00:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
3197,53184,ACIDENTE,SC,****,2015-03-22,13:44:00,FALHA DO MOTOR EM VOO,EXPERIMENTAL,ULTRALEVE
3198,53178,ACIDENTE,MT,****,2015-03-23,17:15:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
3199,53182,ACIDENTE,MA,****,2015-03-23,20:40:00,OPERAÇÃO A BAIXA ALTITUDE,***,AVIÃO
3200,53166,INCIDENTE GRAVE,BA,****,2015-03-24,14:45:00,OUTROS,***,AVIÃO
3201,53170,INCIDENTE,MG,SBCF,2015-03-24,17:57:00,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,REGULAR,AVIÃO
3202,53185,INCIDENTE,PR,SBCT,2015-03-24,23:01:00,OUTROS,REGULAR,AVIÃO
3203,53412,INCIDENTE GRAVE,RJ,****,2015-03-24,16:35:00,PERDA DE COMPONENTE EM VOO,***,HELICÓPTERO
3204,53194,ACIDENTE,CE,SWBE,2015-03-26,20:30:00,POUSO EM LOCAL NÃO PREVISTO,***,AVIÃO
3205,53186,INCIDENTE,DF,****,2015-03-27,14:55:00,COM PARA-BRISAS / JANELA / PORTA,REGULAR,AVIÃO
3206,53179,ACIDENTE,GO,****,2015-03-28,10:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
3207,53180,ACIDENTE,MG,****,2015-03-28,18:52:00,FALHA DO MOTOR EM VOO,***,AVIÃO
3208,53190,INCIDENTE,SP,SBKP,2015-03-28,16:26:00,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,REGULAR,AVIÃO
3209,53212,INCIDENTE,SP,SBJD,2015-03-28,17:32:00,ESTOURO DE PNEU,INSTRUÇÃO,AVIÃO
3210,53213,INCIDENTE,SP,SBJD,2015-03-28,15:51:00,ESTOURO DE PNEU,INSTRUÇÃO,AVIÃO
3211,53181,ACIDENTE,MT,****,2015-03-29,20:17:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,EXPERIMENTAL,ULTRALEVE
3212,53187,INCIDENTE,SC,SBJV,2015-03-29,18:36:00,COM TREM DE POUSO,PARTICULAR,AVIÃO
3213,53211,INCIDENTE,SP,SBBU,2015-03-30,19:40:00,F.O.D.,ADMINISTRAÇÃO DIRETA,HELICÓPTERO
3214,53195,ACIDENTE,SP,****,2015-02-04,20:00:00,COM COMANDOS DE VOO,***,HELICÓPTERO
3215,53201,ACIDENTE,SP,SDVE,2015-02-04,17:30:00,EXCURSÃO DE PISTA,***,AVIÃO
3216,53227,INCIDENTE,SC,SBFL,2015-02-04,01:10:00,ESTOURO DE PNEU,INSTRUÇÃO,AVIÃO
3217,53192,ACIDENTE,SP,SDVH,2015-03-04,14:30:00,PERDA DE CONTROLE EM VOO,EXPERIMENTAL,ULTRALEVE
3218,53177,ACIDENTE,RN,SNOG,2015-04-04,20:15:00,FALHA DO MOTOR EM VOO,EXPERIMENTAL,ULTRALEVE
3219,53191,ACIDENTE,SP,SDEM,2015-04-04,20:30:00,FALHA DO MOTOR EM VOO,EXPERIMENTAL,ULTRALEVE
3220,53196,ACIDENTE,SC,SBFL,2015-04-04,13:00:00,COM TREM DE POUSO,***,AVIÃO
3221,53210,INCIDENTE,ES,SBVT,2015-04-04,16:25:00,POUSO EM LOCAL NÃO PREVISTO,TÁXI AÉREO,HELICÓPTERO
3222,53176,INCIDENTE,MG,SBBH,2015-05-04,12:50:00,PERDA DE COMPONENTE EM VOO,PARTICULAR,AVIÃO
3223,53197,ACIDENTE,SP,****,2015-05-04,11:50:00,FALHA DO MOTOR EM VOO,***,AVIÃO
3224,53200,INCIDENTE GRAVE,SP,SDJO,2015-05-04,11:00:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
3225,53202,INCIDENTE GRAVE,PR,****,2015-05-04,21:00:00,OUTROS,***,AVIÃO
3226,53225,ACIDENTE,PR,SBBI,2015-05-04,11:10:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
3227,53198,ACIDENTE,PR,SBMG,2015-06-04,21:15:00,PERDA DE CONTROLE NO SOLO,INSTRUÇÃO,AVIÃO
3228,53228,INCIDENTE,SC,SBFL,2015-06-04,20:24:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
3229,53290,INCIDENTE,RO,SBPV,2015-06-04,20:20:00,VAZAMENTO DE COMBUSTÍVEL,REGULAR,AVIÃO
3230,53209,INCIDENTE,MT,SBCY,2015-07-04,21:48:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
3231,53203,INCIDENTE GRAVE,DF,SBBR,2015-08-04,16:04:00,POUSO ANTES DA PISTA,***,AVIÃO
3232,53289,INCIDENTE,PR,****,2015-08-04,17:30:00,COM PARA-BRISAS / JANELA / PORTA,PARTICULAR,AVIÃO
3233,53204,INCIDENTE GRAVE,GO,SWNS,2015-09-04,13:13:00,COLISÃO DE VEÍCULO COM AERONAVE,***,AVIÃO
3234,53208,INCIDENTE,SP,SBMT,2015-09-04,19:20:00,ESTOURO DE PNEU,INSTRUÇÃO,AVIÃO
3235,53207,INCIDENTE,SP,SBSP,2015-10-04,21:18:00,VAZAMENTO DE OUTROS FLUIDOS,REGULAR,AVIÃO
3236,53230,INCIDENTE,MS,SBCG,2015-10-04,00:30:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
3237,53234,ACIDENTE,RJ,****,2015-10-04,12:10:00,FALHA DO MOTOR EM VOO,EXPERIMENTAL,ULTRALEVE
3238,53199,ACIDENTE,PI,****,2015-11-04,22:00:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
3239,53206,INCIDENTE,PE,SBRF,2015-11-04,19:30:00,OUTROS,REGULAR,AVIÃO
3240,53342,ACIDENTE,PR,****,2015-12-04,15:30:00,PANE SECA,EXPERIMENTAL,ULTRALEVE
3241,53205,INCIDENTE,MG,SBBH,2015-04-14,14:23:00,OUTROS,PARTICULAR,***
3242,53233,INCIDENTE GRAVE,TO,SBPJ,2015-04-15,19:31:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
3243,53224,ACIDENTE,SP,****,2015-04-16,20:45:00,FALHA DO MOTOR EM VOO,***,AVIÃO
3244,53229,INCIDENTE,RJ,SBCB,2015-04-20,10:20:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TÁXI AÉREO,HELICÓPTERO
3245,53318,INCIDENTE,DF,SBBR,2015-04-20,22:00:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PARTICULAR,AVIÃO
3246,53235,ACIDENTE,RJ,****,2015-04-21,13:00:00,PERDA DE CONTROLE EM VOO,EXPERIMENTAL,ULTRALEVE
3247,53236,ACIDENTE,GO,SJQN,2015-04-21,19:30:00,FALHA DO MOTOR EM VOO,EXPERIMENTAL,ULTRALEVE
3248,53223,ACIDENTE,SP,****,2015-04-22,12:45:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
3249,53231,ACIDENTE,MT,****,2015-04-23,12:30:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
3250,53239,INCIDENTE,SP,SIBH,2015-04-24,17:00:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PARTICULAR,HELICÓPTERO
3251,53222,ACIDENTE,PA,SDOW,2015-04-26,15:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
3252,53237,ACIDENTE,SP,****,2015-04-28,21:00:00,PERDA DE CONTROLE EM VOO,EXPERIMENTAL,ULTRALEVE
3253,53240,INCIDENTE,MG,SBUR,2015-04-28,00:59:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
3254,53288,INCIDENTE,PR,SBLO,2015-04-29,20:02:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PARTICULAR,AVIÃO
3255,53287,INCIDENTE,SP,SBGR,2015-04-30,22:00:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
3256,53232,ACIDENTE,SP,SDET,2015-01-05,20:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
3257,53264,ACIDENTE,MG,****,2015-01-05,17:00:00,FALHA DO MOTOR EM VOO,***,AVIÃO
3258,53241,INCIDENTE,SP,SBJD,2015-02-05,14:25:00,ESTOURO DE PNEU,INSTRUÇÃO,AVIÃO
3259,53259,ACIDENTE,MG,****,2015-02-05,10:43:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,EXPERIMENTAL,ULTRALEVE
3260,53248,INCIDENTE,CE,SBFZ,2015-03-05,15:00:00,COLISÃO COM AVE,REGULAR,AVIÃO
3261,53247,INCIDENTE,CE,SBFZ,2015-04-05,18:48:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
3262,53265,ACIDENTE,RR,SDMM,2015-05-05,16:05:00,POUSO LONGO,***,AVIÃO
3263,53269,INCIDENTE GRAVE,PR,****,2015-05-05,11:30:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
3264,53274,INCIDENTE,SP,SBST,2015-07-05,11:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
3265,53286,INCIDENTE,SP,****,2015-07-05,13:40:00,COLISÃO COM AVE,INSTRUÇÃO,AVIÃO
3266,53260,ACIDENTE,ES,****,2015-08-05,11:27:00,FALHA DO MOTOR EM VOO,EXPERIMENTAL,AVIÃO
3267,53263,ACIDENTE,GO,SBNV,2015-08-05,11:00:00,POUSO BRUSCO,***,AVIÃO
3268,53280,INCIDENTE,RS,SBPA,2015-08-05,13:44:00,ESTOURO DE PNEU,ADMINISTRAÇÃO DIRETA,AVIÃO
3269,53255,ACIDENTE,PA,SJNP,2015-09-05,17:30:00,INDETERMINADO,***,AVIÃO
3270,53258,ACIDENTE,RS,SSNG,2015-09-05,14:00:00,FALHA DO MOTOR EM VOO,EXPERIMENTAL,AVIÃO
3271,53261,ACIDENTE,MT,****,2015-09-05,20:00:00,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,***,AVIÃO
3272,53285,INCIDENTE,PA,SBBE,2015-09-05,12:53:00,COM TREM DE POUSO,PARTICULAR,AVIÃO
3273,53273,INCIDENTE,SP,SNBR,2015-12-05,15:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
3274,53276,INCIDENTE,MG,SBPC,2015-05-13,14:05:00,OUTROS,PARTICULAR,AVIÃO
3275,53282,INCIDENTE,PE,SBRF,2015-05-15,15:15:00,PERDA DE COMPONENTE NO SOLO,EXPERIMENTAL,ULTRALEVE
3276,53284,INCIDENTE,CE,SBJU,2015-05-16,22:15:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
3277,53390,INCIDENTE,PE,SIFC,2015-05-16,12:28:00,POUSO LONGO,INSTRUÇÃO,AVIÃO
3278,53256,ACIDENTE,PR,SSKM,2015-05-17,18:15:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
3279,53257,ACIDENTE,SE,SBAR,2015-05-17,17:40:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
3280,53271,INCIDENTE GRAVE,PR,****,2015-05-17,17:00:00,COM TREM DE POUSO,***,AVIÃO
3281,53277,INCIDENTE,MG,SBBH,2015-05-19,19:58:00,VAZAMENTO DE OUTROS FLUIDOS,PARTICULAR,AVIÃO
