,codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,ocorrencia_tipo,aeronave_operador_categoria,aeronave_tipo_veiculo
1349,45751,ACIDENTE,SP,****,2012-04-14,15:30:00,POUSO LONGO,***,AVIÃO
1350,45749,ACIDENTE,SP,SBGW,2012-04-15,20:45:00,COM TREM DE POUSO,***,AVIÃO
1351,45777,INCIDENTE,AM,SBEG,2012-04-15,06:15:00,PROBLEMAS FISIOLÓGICOS,REGULAR,AVIÃO
1352,45781,INCIDENTE,MG,SBUL,2012-04-15,20:40:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,INSTRUÇÃO,AVIÃO
1353,46056,INCIDENTE,RS,****,2012-04-15,12:05:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,ADMINISTRAÇÃO DIRETA,HELICÓPTERO
1354,45748,ACIDENTE,CE,SBFZ,2012-04-16,22:50:00,COM TREM DE POUSO,***,AVIÃO
1355,46053,INCIDENTE,RJ,SBME,2012-04-18,12:59:00,TRÁFEGO AÉREO,TÁXI AÉREO,HELICÓPTERO
1356,45778,INCIDENTE,GO,SBGO,2012-04-19,21:45:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
1357,45757,ACIDENTE,SP,SBJD,2012-04-20,20:20:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
1358,45759,ACIDENTE,AP,****,2012-04-20,08:55:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
1359,45783,INCIDENTE,PA,****,2012-04-21,12:45:00,OUTROS,TÁXI AÉREO,AVIÃO
1360,46052,INCIDENTE,AM,****,2012-04-21,13:05:00,FALHA DO MOTOR EM VOO,TÁXI AÉREO,HELICÓPTERO
1361,45834,INCIDENTE,RS,SBPA,2012-04-23,21:35:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,ADMINISTRAÇÃO DIRETA,AVIÃO
1362,45835,INCIDENTE GRAVE,SC,SSBL,2012-04-23,13:50:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
1363,46048,ACIDENTE,SP,SBGR,2012-04-24,16:40:00,ESTOURO DE PNEU,***,AVIÃO
1364,46048,ACIDENTE,SP,SBGR,2012-04-24,16:40:00,EXCURSÃO DE PISTA,***,AVIÃO
1365,45804,INCIDENTE,GO,****,2012-04-25,09:20:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
1366,46055,INCIDENTE,MG,****,2012-04-25,20:24:00,SUPERAQUECIMENTO,PARTICULAR,AVIÃO
1367,46068,INCIDENTE,PE,SBRF,2012-04-25,11:26:00,OUTROS,REGULAR,AVIÃO
1368,45820,ACIDENTE,SP,****,2012-04-26,17:26:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
1369,45799,ACIDENTE,BA,****,2012-04-27,12:40:00,FALHA DO MOTOR EM VOO,***,AVIÃO
1370,45801,INCIDENTE,SP,SBGR,2012-04-27,03:54:00,FALHA DO MOTOR NO SOLO,REGULAR,AVIÃO
1371,45844,INCIDENTE,MG,SBCF,2012-04-27,01:40:00,FUMAÇA NA CABINE,REGULAR,AVIÃO
1372,45842,INCIDENTE,AP,SBMQ,2012-04-28,14:23:00,COLISÃO COM AERONAVE NO SOLO,TÁXI AÉREO,AVIÃO
1373,46109,INCIDENTE,PE,SBRF,2012-04-28,11:23:00,OUTROS,REGULAR,AVIÃO
1374,53433,ACIDENTE,PR,SSXO,2012-04-28,20:00:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
1375,46070,INCIDENTE,BA,SNTF,2012-04-29,20:20:00,COLISÃO COM OBSTÁCULOS NO SOLO,ADMINISTRAÇÃO DIRETA,AVIÃO
1376,45800,INCIDENTE GRAVE,BA,SBSV,2012-04-30,20:25:00,COM TREM DE POUSO,***,AVIÃO
1377,45821,ACIDENTE,SP,****,2012-01-05,17:15:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,HELICÓPTERO
1378,45843,INCIDENTE,SP,SBGR,2012-01-05,23:30:00,TRÁFEGO AÉREO,REGULAR,AVIÃO
1379,45845,INCIDENTE,ES,SBVT,2012-02-05,19:50:00,SOPRO DE REATOR,REGULAR,AVIÃO
1380,45850,INCIDENTE,ES,****,2012-02-05,19:09:00,OUTROS,EXPERIMENTAL,ULTRALEVE
1381,45831,INCIDENTE GRAVE,PR,SBMG,2012-03-05,12:00:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
1382,45833,INCIDENTE GRAVE,RJ,****,2012-03-05,11:20:00,FALHA DO MOTOR EM VOO,***,AVIÃO
1383,46111,INCIDENTE,PE,SBRF,2012-03-05,11:28:00,OUTROS,REGULAR,AVIÃO
1384,45912,INCIDENTE GRAVE,RR,SWMV,2012-04-05,19:30:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
1385,45822,ACIDENTE,RO,****,2012-05-05,11:15:00,FALHA DO MOTOR EM VOO,***,AVIÃO
1386,45830,INCIDENTE GRAVE,GO,SWFR,2012-06-05,19:00:00,PERDA DE CONTROLE NO SOLO,INSTRUÇÃO,AVIÃO
1387,45841,INCIDENTE,AC,SBRB,2012-07-05,23:42:00,OUTROS,TÁXI AÉREO,AVIÃO
1388,46847,ACIDENTE,PR,SSCR,2012-07-05,20:25:00,FALHA DO MOTOR EM VOO,***,AVIÃO
1389,45819,ACIDENTE,GO,****,2012-08-05,19:30:00,FALHA DO MOTOR EM VOO,***,HELICÓPTERO
1390,46072,INCIDENTE,MG,SBUR,2012-09-05,10:50:00,PERDA DE CONTROLE NO SOLO,INSTRUÇÃO,AVIÃO
1391,45829,ACIDENTE,PR,****,2012-10-05,12:00:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
1392,45853,INCIDENTE,RJ,SBRJ,2012-10-05,14:50:00,COM ROTOR,TÁXI AÉREO,HELICÓPTERO
1393,45849,INCIDENTE,SP,SBSR,2012-05-16,11:00:00,PERDA DE CONTROLE NO SOLO,INSTRUÇÃO,AVIÃO
1394,45856,INCIDENTE GRAVE,AM,****,2012-05-16,19:30:00,COM HÉLICE,***,AVIÃO
1395,45892,INCIDENTE,MG,SBCF,2012-05-16,17:50:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
1396,45894,ACIDENTE,PA,****,2012-05-16,12:10:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
1397,45854,INCIDENTE,RJ,SBJR,2012-05-17,19:40:00,COM TREM DE POUSO,INSTRUÇÃO,AVIÃO
1398,45895,INCIDENTE,BA,SBSV,2012-05-17,09:55:00,COLISÃO COM OBSTÁCULOS NO SOLO,REGULAR,AVIÃO
1399,45857,ACIDENTE,SP,SBMT,2012-05-18,10:17:00,PERDA DE CONTROLE EM VOO,***,HELICÓPTERO
1400,45862,INCIDENTE,SP,****,2012-05-18,17:56:00,FOGO EM VOO,REGULAR,AVIÃO
1401,45865,INCIDENTE,SP,****,2012-05-18,19:45:00,PERDA DE COMPONENTE EM VOO,PARTICULAR,AVIÃO
1402,45867,INCIDENTE GRAVE,SP,****,2012-05-18,15:00:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,HELICÓPTERO
1403,45859,INCIDENTE GRAVE,BA,SNAZ,2012-05-19,13:40:00,COM TREM DE POUSO,***,AVIÃO
1404,45861,INCIDENTE,RN,SBNT,2012-05-19,10:40:00,PERDA DE COMPONENTE EM VOO,REGULAR,AVIÃO
1405,45944,INCIDENTE,SP,SBKP,2012-05-19,10:28:00,POUSO BRUSCO,REGULAR,AVIÃO
1406,45866,ACIDENTE,SP,****,2012-05-20,19:35:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
1407,45890,ACIDENTE,SC,****,2012-05-20,17:40:00,PERDA DE COMPONENTE EM VOO,***,AVIÃO
1408,45903,INCIDENTE,GO,SBGO,2012-05-20,21:17:00,TRÁFEGO AÉREO,INSTRUÇÃO,AVIÃO
1409,45903,INCIDENTE,GO,SBGO,2012-05-20,21:17:00,TRÁFEGO AÉREO,TÁXI AÉREO,AVIÃO
1410,45889,INCIDENTE,SP,SDBK,2012-05-22,13:30:00,PERDA DE CONTROLE NO SOLO,EXPERIMENTAL,AVIÃO
1411,52059,INCIDENTE,PE,SBRF,2012-05-22,13:07:00,FALHA DO MOTOR EM VOO,TÁXI AÉREO,AVIÃO
1412,45891,INCIDENTE GRAVE,PR,SBTD,2012-05-23,11:35:00,COM TREM DE POUSO,***,AVIÃO
1413,45915,INCIDENTE,RJ,SBRJ,2012-05-23,14:30:00,PERDA DE CONTROLE NO SOLO,TÁXI AÉREO,AVIÃO
1414,46049,INCIDENTE GRAVE,AM,****,2012-05-23,20:20:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,HELICÓPTERO
1415,45860,INCIDENTE,AC,SBRB,2012-05-24,03:10:00,OUTROS,REGULAR,AVIÃO
1416,45887,INCIDENTE,SP,SBJD,2012-05-24,19:23:00,COM TREM DE POUSO,INSTRUÇÃO,AVIÃO
1417,45913,ACIDENTE,MA,****,2012-05-25,20:45:00,FALHA DO MOTOR EM VOO,***,AVIÃO
1418,45916,INCIDENTE,PE,SBRF,2012-05-25,18:00:00,TRÁFEGO AÉREO,REGULAR,AVIÃO
1419,45941,INCIDENTE GRAVE,SP,SDBN,2012-05-25,20:15:00,FALHA DO MOTOR EM VOO,***,AVIÃO
1420,46701,INCIDENTE,SP,SBSP,2012-05-25,15:40:00,OUTROS,REGULAR,AVIÃO
1421,52240,INCIDENTE GRAVE,PR,SBCA,2012-05-25,20:45:00,FALHA DO MOTOR EM VOO,***,AVIÃO
1422,45927,ACIDENTE,SP,SDTF,2012-05-26,12:30:00,COM TREM DE POUSO,***,AVIÃO
1423,45929,ACIDENTE,MG,SBPR,2012-05-26,11:00:00,POUSO LONGO,***,AVIÃO
1424,45950,INCIDENTE,SP,SBMT,2012-05-26,19:30:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
1425,45928,ACIDENTE,MG,****,2012-05-27,14:00:00,FOGO NO SOLO,PARTICULAR,AVIÃO
1426,45902,ACIDENTE,PR,SSZW,2012-05-28,20:25:00,PERDA DE CONTROLE EM VOO,***,AVIÃO
1427,45939,ACIDENTE,PR,****,2012-05-30,19:00:00,PERDA DE CONTROLE EM VOO,AGRÍCOLA,AVIÃO
1428,45904,INCIDENTE,MG,SBBH,2012-05-31,00:03:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
1429,45898,INCIDENTE,SP,SBJD,2012-01-06,16:54:00,COM TREM DE POUSO,INSTRUÇÃO,AVIÃO
1430,45901,ACIDENTE,PA,SBJC,2012-01-06,15:08:00,OUTROS,***,AVIÃO
1431,45900,ACIDENTE,SP,SBMT,2012-02-06,12:29:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
1432,45897,INCIDENTE,SP,SBJD,2012-03-06,20:28:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,INSTRUÇÃO,AVIÃO
1433,45899,ACIDENTE,SP,SDRK,2012-03-06,19:40:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
1434,45918,INCIDENTE,BA,SBIL,2012-05-06,18:34:00,OUTROS,EXPERIMENTAL,ULTRALEVE
1435,45933,ACIDENTE,MT,****,2012-05-06,20:30:00,FALHA DO MOTOR EM VOO,***,HELICÓPTERO
1436,45914,ACIDENTE,RJ,SBME,2012-06-06,21:35:00,PERDA DE CONTROLE NO SOLO,***,HELICÓPTERO
1437,45932,INCIDENTE GRAVE,GO,SBGO,2012-06-06,14:05:00,COM TREM DE POUSO,***,AVIÃO
1438,45932,INCIDENTE GRAVE,GO,SBGO,2012-06-06,14:05:00,EXCURSÃO DE PISTA,***,AVIÃO
1439,45943,INCIDENTE,ES,SBVT,2012-07-06,12:00:00,OUTROS,***,HELICÓPTERO
1440,45980,INCIDENTE,BA,SBSV,2012-07-06,18:24:00,OUTROS,REGULAR,AVIÃO
1441,46117,INCIDENTE,RJ,SBGL,2012-08-06,20:55:00,OUTROS,***,AVIÃO
1442,45917,INCIDENTE,BA,SBSV,2012-11-06,19:30:00,OUTROS,REGULAR,AVIÃO
1443,45946,INCIDENTE,RJ,SBCB,2012-11-06,14:50:00,COLISÃO COM AVE,TÁXI AÉREO,HELICÓPTERO
1444,45931,INCIDENTE GRAVE,MG,SBPR,2012-12-06,18:40:00,COM TREM DE POUSO,***,AVIÃO
1445,45936,ACIDENTE,MT,****,2012-06-13,11:50:00,FALHA DO MOTOR EM VOO,***,AVIÃO
1446,45945,INCIDENTE,RJ,SBJR,2012-06-13,21:00:00,COM TREM DE POUSO,TÁXI AÉREO,HELICÓPTERO
1447,45981,INCIDENTE,MT,SBCY,2012-06-13,10:51:00,VAZAMENTO DE OUTROS FLUIDOS,REGULAR,AVIÃO
1448,45989,INCIDENTE,RJ,SBJR,2012-06-13,23:00:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,INSTRUÇÃO,AVIÃO
1449,45934,ACIDENTE,MA,SJHR,2012-06-14,19:40:00,OUTROS,***,HELICÓPTERO
1450,45982,INCIDENTE,PA,SBBE,2012-06-15,00:06:00,TRÁFEGO AÉREO,REGULAR,AVIÃO
1451,45964,INCIDENTE,SP,SBSP,2012-06-16,13:15:00,COLISÃO COM AVE,PARTICULAR,AVIÃO
1452,46180,ACIDENTE,SP,****,2012-06-16,19:30:00,INDETERMINADO,***,HELICÓPTERO
1453,46032,INCIDENTE,SP,SBGR,2012-06-17,13:36:00,TRÁFEGO AÉREO,REGULAR,AVIÃO
1454,45983,INCIDENTE,MG,****,2012-06-18,09:16:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
1455,45942,INCIDENTE,SP,SDAA,2012-06-19,13:40:00,COM TREM DE POUSO,***,AVIÃO
1456,45972,INCIDENTE,PR,SBBI,2012-06-19,15:00:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
1457,46116,INCIDENTE,MG,****,2012-06-19,19:54:00,FALHA DO MOTOR EM VOO,***,AVIÃO
1458,45935,INCIDENTE,GO,SBGO,2012-06-20,09:10:00,PERDA DE CONTROLE NO SOLO,PARTICULAR,AVIÃO
1459,45938,ACIDENTE,GO,****,2012-06-20,16:15:00,POUSO LONGO,PARTICULAR,AVIÃO
1460,45947,INCIDENTE,ES,****,2012-06-20,14:30:00,PERDA DE COMPONENTE EM VOO,TÁXI AÉREO,HELICÓPTERO
1461,45951,INCIDENTE,ES,SBVT,2012-06-21,15:00:00,PERDA DE COMPONENTE NO SOLO,REGULAR,AVIÃO
1462,45952,INCIDENTE,AM,****,2012-06-21,12:15:00,FALHA DO MOTOR EM VOO,TÁXI AÉREO,HELICÓPTERO
1463,45985,INCIDENTE,SP,SBGR,2012-06-21,13:55:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,REGULAR,AVIÃO
1464,45937,ACIDENTE,MT,SWEK,2012-06-22,14:00:00,POUSO LONGO,***,AVIÃO
1465,45959,INCIDENTE,MG,SBBH,2012-06-22,14:32:00,TRÁFEGO AÉREO,ADMINISTRAÇÃO DIRETA,AVIÃO
1466,45973,INCIDENTE,AM,SBEG,2012-06-22,14:30:00,F.O.D.,TÁXI AÉREO,AVIÃO
1467,46022,INCIDENTE,SP,****,2012-06-22,20:20:00,COLISÃO COM AVE,PARTICULAR,HELICÓPTERO
1468,46026,INCIDENTE GRAVE,DF,SIQE,2012-06-22,12:30:00,POUSO ANTES DA PISTA,***,AVIÃO
1469,46106,INCIDENTE,ES,SBVT,2012-06-22,12:28:00,SOPRO DE REATOR,REGULAR,AVIÃO
1470,45960,INCIDENTE,MG,SBBH,2012-06-23,19:01:00,ESTOURO DE PNEU,ADMINISTRAÇÃO DIRETA,AVIÃO
1471,46158,INCIDENTE,PA,SBJC,2012-06-23,11:50:00,PERDA DE CONTROLE NO SOLO,ESPECIALIZADA,AVIÃO
1472,45949,INCIDENTE,SP,SBSJ,2012-06-24,11:40:00,ESTOURO DE PNEU,INSTRUÇÃO,AVIÃO
1473,45948,INCIDENTE,SP,SBJD,2012-06-25,15:18:00,ESTOURO DE PNEU,INSTRUÇÃO,AVIÃO
1474,46197,INCIDENTE,RS,SSOS,2012-06-26,17:00:00,PERDA DE CONTROLE NO SOLO,INSTRUÇÃO,AVIÃO
1475,46029,INCIDENTE,AM,****,2012-06-28,12:00:00,PERDA DE COMPONENTE EM VOO,TÁXI AÉREO,HELICÓPTERO
1476,46019,INCIDENTE,SP,SBSP,2012-06-29,01:35:00,ESTOURO DE PNEU,PARTICULAR,AVIÃO
1477,46038,ACIDENTE,SP,SBBU,2012-06-29,17:50:00,EXCURSÃO DE PISTA,***,AVIÃO
1478,46038,ACIDENTE,SP,SBBU,2012-06-29,17:50:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
1479,46036,INCIDENTE,PA,SBJC,2012-06-30,15:51:00,OUTROS,INSTRUÇÃO,AVIÃO
1480,46043,INCIDENTE GRAVE,RJ,SDMC,2012-06-30,14:05:00,COM TREM DE POUSO,***,AVIÃO
1481,46043,INCIDENTE GRAVE,RJ,SDMC,2012-06-30,14:05:00,EXCURSÃO DE PISTA,***,AVIÃO
1482,46045,ACIDENTE,MG,****,2012-06-30,23:00:00,PANE SECA,PARTICULAR,AVIÃO
1483,46096,INCIDENTE,PR,SBFI,2012-06-30,13:52:00,ESTOURO DE PNEU,INSTRUÇÃO,AVIÃO
1484,46155,INCIDENTE,RJ,****,2012-06-30,15:40:00,TRÁFEGO AÉREO,REGULAR,AVIÃO
1485,46024,INCIDENTE GRAVE,PR,SBBI,2012-01-07,11:05:00,EXCURSÃO DE PISTA,***,AVIÃO
1486,46024,INCIDENTE GRAVE,PR,SBBI,2012-01-07,11:05:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
1487,46046,INCIDENTE,PR,SBMG,2012-01-07,12:30:00,ESTOURO DE PNEU,INSTRUÇÃO,AVIÃO
1488,46042,INCIDENTE GRAVE,BA,****,2012-02-07,10:45:00,FALHA DO MOTOR EM VOO,***,AVIÃO
1489,46073,INCIDENTE,SP,****,2012-03-07,02:55:00,FALHA DO MOTOR EM VOO,***,AVIÃO
1490,46110,INCIDENTE,GO,SBGO,2012-03-07,09:01:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,NÃO REGULAR,AVIÃO
1491,46156,INCIDENTE,GO,SBGO,2012-03-07,11:55:00,PERDA DE CONTROLE NO SOLO,INSTRUÇÃO,AVIÃO
1492,46095,ACIDENTE,MT,****,2012-04-07,14:35:00,PERDA DE CONTROLE EM VOO,EXPERIMENTAL,ULTRALEVE
1493,46093,ACIDENTE,MG,****,2012-06-07,13:50:00,PANE SECA,***,AVIÃO
1494,46157,INCIDENTE,RS,****,2012-06-07,13:11:00,FUMAÇA NA CABINE,TÁXI AÉREO,AVIÃO
1495,46161,INCIDENTE,SP,****,2012-06-07,09:30:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
1496,46094,ACIDENTE,MT,****,2012-07-07,14:30:00,EXCURSÃO DE PISTA,***,AVIÃO
1497,46094,ACIDENTE,MT,****,2012-07-07,14:30:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
1498,46178,ACIDENTE,MT,****,2012-07-07,09:20:00,PERDA DE CONTROLE NO SOLO,PARTICULAR,AVIÃO
1499,46092,ACIDENTE,SP,****,2012-09-07,17:00:00,COM LANÇAMENTO DE PESSOAS,***,AVIÃO
1500,46105,INCIDENTE,SP,SBKP,2012-09-07,22:55:00,OUTROS,REGULAR,AVIÃO
1501,46196,INCIDENTE,RS,SSOS,2012-09-07,12:00:00,COM HÉLICE,INSTRUÇÃO,AVIÃO
1502,46098,INCIDENTE,MG,****,2012-10-07,20:25:00,FALHA DO MOTOR EM VOO,TÁXI AÉREO,AVIÃO
1503,46159,INCIDENTE,SP,SBMT,2012-11-07,19:50:00,COM TREM DE POUSO,INSTRUÇÃO,AVIÃO
1504,46305,ACIDENTE,SP,****,2012-11-07,13:17:00,PERDA DE CONTROLE EM VOO,***,HELICÓPTERO
1505,46152,ACIDENTE,RJ,****,2012-12-07,20:15:00,VOO CONTROLADO CONTRA O TERRENO,***,AVIÃO
1506,46154,INCIDENTE GRAVE,MG,SBUR,2012-12-07,19:32:00,COM TREM DE POUSO,***,AVIÃO
1507,46160,INCIDENTE,AM,****,2012-07-13,11:40:00,PERDA DE COMPONENTE EM VOO,TÁXI AÉREO,HELICÓPTERO
1508,46189,INCIDENTE,SP,****,2012-07-13,18:50:00,COLISÃO COM AVE,TÁXI AÉREO,AVIÃO
1509,46153,ACIDENTE,BA,****,2012-07-14,14:40:00,PERDA DE CONTROLE EM VOO,EXPERIMENTAL,ULTRALEVE
1510,46190,INCIDENTE,PR,SBLO,2012-07-15,18:37:00,OUTROS,INSTRUÇÃO,AVIÃO
1511,46179,ACIDENTE,SP,SILT,2012-07-16,12:00:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
1512,46191,INCIDENTE,RJ,SBME,2012-07-16,11:42:00,COLISÃO COM AVE,TÁXI AÉREO,HELICÓPTERO
1513,46653,INCIDENTE,SP,****,2012-07-17,23:14:00,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,REGULAR,AVIÃO
1514,46671,INCIDENTE,RR,SBBV,2012-07-17,12:20:00,SOPRO DE REATOR,***,AVIÃO
1515,46192,INCIDENTE,MS,SSDO,2012-07-20,10:02:00,ESTOURO DE PNEU,INSTRUÇÃO,AVIÃO
1516,46187,INCIDENTE GRAVE,PI,****,2012-07-21,11:35:00,COM ROTOR,***,HELICÓPTERO
1517,46170,ACIDENTE,SP,SDBB,2012-07-22,16:00:00,COM COMANDOS DE VOO,***,PLANADOR
1518,46214,INCIDENTE,RJ,****,2012-07-22,19:21:00,POUSO EM LOCAL NÃO PREVISTO,TÁXI AÉREO,HELICÓPTERO
1519,46181,INCIDENTE GRAVE,SP,SBJD,2012-07-23,19:00:00,POUSO LONGO,***,AVIÃO
1520,46193,INCIDENTE,RR,****,2012-07-23,13:20:00,COLISÃO COM OBSTÁCULOS NO SOLO,TÁXI AÉREO,AVIÃO
1521,46171,ACIDENTE,RJ,****,2012-07-24,19:15:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,AVIÃO
1522,46172,ACIDENTE,RJ,****,2012-07-24,19:10:00,PANE SECA,***,AVIÃO
1523,46194,INCIDENTE,RJ,****,2012-07-24,13:40:00,TRÁFEGO AÉREO,TÁXI AÉREO,HELICÓPTERO
1524,46210,INCIDENTE,RJ,****,2012-07-25,16:20:00,COM PARA-BRISAS / JANELA / PORTA,TÁXI AÉREO,HELICÓPTERO
1525,46211,INCIDENTE,PA,SBCJ,2012-07-26,17:20:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TÁXI AÉREO,AVIÃO
1526,46212,INCIDENTE,PR,SBCT,2012-07-26,23:10:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
1527,46339,ACIDENTE,SP,****,2012-07-26,12:00:00,PERDA DE CONTROLE EM VOO,EXPERIMENTAL,ULTRALEVE
1528,46173,ACIDENTE,SP,****,2012-07-28,16:30:00,FALHA DO MOTOR EM VOO,***,AVIÃO
1529,46198,INCIDENTE,SP,SDPW,2012-07-28,16:00:00,PERDA DE CONTROLE NO SOLO,EXPERIMENTAL,ULTRALEVE
1530,46202,ACIDENTE,MG,****,2012-07-28,10:45:00,VOO CONTROLADO CONTRA O TERRENO,***,AVIÃO
1531,52060,INCIDENTE,MS,SSNB,2012-07-28,19:00:00,COLISÃO COM OBSTÁCULOS NO SOLO,AGRÍCOLA,AVIÃO
1532,46188,INCIDENTE GRAVE,SP,SBJD,2012-07-29,14:46:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
1533,46195,INCIDENTE,SP,****,2012-07-29,15:05:00,COLISÃO COM AVE,INSTRUÇÃO,AVIÃO
1534,46215,INCIDENTE,RJ,****,2012-07-30,16:15:00,POUSO EM LOCAL NÃO PREVISTO,TÁXI AÉREO,HELICÓPTERO
1535,46213,INCIDENTE,PR,****,2012-07-31,12:21:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
1536,46201,ACIDENTE,RR,****,2012-01-08,16:20:00,COM TREM DE POUSO,***,AVIÃO
1537,46217,INCIDENTE,DF,****,2012-01-08,10:33:00,FALHA DO MOTOR EM VOO,REGULAR,AVIÃO
1538,46218,INCIDENTE,MG,SBBH,2012-01-08,12:49:00,TRÁFEGO AÉREO,TÁXI AÉREO,AVIÃO
1539,46200,ACIDENTE,GO,SBNV,2012-02-08,12:40:00,FALHA DO MOTOR EM VOO,***,AVIÃO
1540,46216,INCIDENTE,SP,SBJD,2012-03-08,20:00:00,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TÁXI AÉREO,AVIÃO
1541,46209,INCIDENTE GRAVE,PA,****,2012-04-08,10:10:00,OUTROS,***,AVIÃO
1542,46522,INCIDENTE,SP,SDCO,2012-04-08,23:00:00,F.O.D.,PARTICULAR,AVIÃO
1543,46199,ACIDENTE,AM,****,2012-05-08,15:00:00,PANE SECA,***,HELICÓPTERO
1544,46219,INCIDENTE,DF,SBBR,2012-06-08,22:02:00,ESTOURO DE PNEU,REGULAR,AVIÃO
1545,46682,INCIDENTE,BA,SBSV,2012-06-08,12:15:00,COM TREM DE POUSO,TÁXI AÉREO,AVIÃO
1546,46261,ACIDENTE,BA,SBPS,2012-08-08,18:50:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,HELICÓPTERO
1547,46280,INCIDENTE GRAVE,RS,****,2012-08-08,20:00:00,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,***,AVIÃO
1548,46299,INCIDENTE,SP,SDTF,2012-08-08,15:00:00,PERDA DE CONTROLE NO SOLO,INSTRUÇÃO,AVIÃO
1549,46300,INCIDENTE,RN,SBMS,2012-08-08,14:30:00,ESTOURO DE PNEU,***,AVIÃO
1550,46681,INCIDENTE,PA,SBBE,2012-08-08,22:59:00,OUTROS,TÁXI AÉREO,AVIÃO
1551,52061,INCIDENTE,AM,SBEG,2012-08-08,10:32:00,VAZAMENTO DE OUTROS FLUIDOS,PARTICULAR,HELICÓPTERO
1552,52062,INCIDENTE,RJ,SBGL,2012-09-08,19:12:00,OUTROS,PARTICULAR,AVIÃO
1553,46281,INCIDENTE GRAVE,AM,SWFN,2012-10-08,12:20:00,EXCURSÃO DE PISTA,***,AVIÃO
1554,46281,INCIDENTE GRAVE,AM,SWFN,2012-10-08,12:20:00,PERDA DE CONTROLE NO SOLO,***,AVIÃO
1555,46282,INCIDENTE GRAVE,AM,SWKO,2012-12-08,12:20:00,POUSO SEM TREM,***,AVIÃO
1556,46298,INCIDENTE,PR,SBCA,2012-12-08,18:00:00,PERDA DE CONTROLE NO SOLO,REGULAR,AVIÃO
1557,46347,INCIDENTE,SP,SBJD,2012-12-08,15:15:00,PERDA DE CONTROLE NO SOLO,INSTRUÇÃO,AVIÃO
1558,46260,ACIDENTE,MG,****,2012-08-14,19:50:00,COLISÃO COM AVE,***,AVIÃO
1559,46297,INCIDENTE,MG,****,2012-08-14,18:22:00,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,REGULAR,AVIÃO
1560,46279,INCIDENTE GRAVE,SP,SDIO,2012-08-15,20:40:00,COM TREM DE POUSO,***,AVIÃO
